t,P_L,P_S1,P_S2,P_S3,P_R,norm
889.5819,7.809151e-01,6.011853e-04,4.528938e-02,9.020826e-05,3.340630e-03,1.0000000000
892.9262,7.800169e-01,6.253748e-04,4.559777e-02,8.844583e-05,3.383187e-03,1.0000000000
896.2705,7.792836e-01,6.486580e-04,4.588401e-02,8.588916e-05,3.421575e-03,1.0000000000
899.6148,7.783763e-01,6.729695e-04,4.620923e-02,8.491014e-05,3.464476e-03,1.0000000000
902.9591,7.775479e-01,7.015759e-04,4.652703e-02,8.245464e-05,3.503963e-03,1.0000000000
906.3033,7.767072e-01,7.274312e-04,4.685037e-02,8.137977e-05,3.544617e-03,1.0000000000
909.6476,7.757906e-01,7.574897e-04,4.719563e-02,7.976384e-05,3.584846e-03,1.0000000000
912.9919,7.749212e-01,7.891946e-04,4.754293e-02,7.862914e-05,3.625461e-03,1.0000000000
916.3362,7.740394e-01,8.188881e-04,4.789684e-02,7.700428e-05,3.665052e-03,1.0000000000
919.6805,7.730519e-01,8.555147e-04,4.826838e-02,7.691165e-05,3.706345e-03,1.0000000000
923.0248,7.722086e-01,8.878860e-04,4.864361e-02,7.488242e-05,3.744376e-03,1.0000000000
926.3691,7.711838e-01,9.257780e-04,4.903881e-02,7.532588e-05,3.788153e-03,1.0000000000
929.7134,7.702437e-01,9.639432e-04,4.942586e-02,7.373410e-05,3.823824e-03,1.0000000000
933.0577,7.692990e-01,1.002781e-03,4.985113e-02,7.434871e-05,3.869437e-03,1.0000000000
936.4020,7.682231e-01,1.043344e-03,5.026102e-02,7.316719e-05,3.904887e-03,1.0000000000
939.7463,7.672859e-01,1.088180e-03,5.070423e-02,7.388975e-05,3.950430e-03,1.0000000000
943.0906,7.662156e-01,1.129237e-03,5.113768e-02,7.356296e-05,3.987684e-03,1.0000000000
946.4349,7.651526e-01,1.176326e-03,5.161070e-02,7.418144e-05,4.031711e-03,1.0000000000
949.7792,7.641305e-01,1.224299e-03,5.206493e-02,7.424132e-05,4.072128e-03,1.0000000000
953.1234,7.630068e-01,1.270181e-03,5.255507e-02,7.581537e-05,4.114405e-03,1.0000000000
956.4677,7.618992e-01,1.322833e-03,5.305308e-02,7.554920e-05,4.158562e-03,1.0000000000
959.8120,7.608306e-01,1.373023e-03,5.354719e-02,7.799105e-05,4.198578e-03,1.0000000000
963.1563,7.596031e-01,1.424860e-03,5.408514e-02,7.825835e-05,4.247015e-03,1.0000000000
966.5006,7.585200e-01,1.482649e-03,5.460669e-02,8.075909e-05,4.286896e-03,1.0000000000
969.8449,7.573005e-01,1.533373e-03,5.515440e-02,8.192132e-05,4.335910e-03,1.0000000000
973.1892,7.560902e-01,1.594255e-03,5.572573e-02,8.487002e-05,4.379528e-03,1.0000000000
976.5335,7.549011e-01,1.651904e-03,5.628789e-02,8.634925e-05,4.428953e-03,1.0000000000
979.8778,7.536440e-01,1.708604e-03,5.687967e-02,9.018322e-05,4.474095e-03,1.0000000000
983.2221,7.523568e-01,1.773420e-03,5.749038e-02,9.223814e-05,4.527132e-03,1.0000000000
986.5664,7.511284e-01,1.832721e-03,5.809108e-02,9.646611e-05,4.573172e-03,1.0000000000
989.9107,7.497782e-01,1.895495e-03,5.873961e-02,9.958585e-05,4.629606e-03,1.0000000000
993.2550,7.484576e-01,1.961950e-03,5.936300e-02,1.042618e-04,4.677243e-03,1.0000000000
996.5993,7.471548e-01,2.023912e-03,6.004775e-02,1.084301e-04,4.738052e-03,1.0000000000
999.9435,7.457223e-01,2.091844e-03,6.069602e-02,1.135850e-04,4.787459e-03,1.0000000000
1003.2878,7.443809e-01,2.158843e-03,6.139906e-02,1.189152e-04,4.851430e-03,1.0000000000
1006.6321,7.429734e-01,2.223751e-03,6.209877e-02,1.251301e-04,4.906221e-03,1.0000000000
1009.9764,7.414779e-01,2.295701e-03,6.281273e-02,1.308090e-04,4.971021e-03,1.0000000000
1013.3207,7.401318e-01,2.361881e-03,6.354102e-02,1.387756e-04,5.032353e-03,1.0000000000
1016.6650,7.385431e-01,2.431767e-03,6.429682e-02,1.454526e-04,5.099648e-03,1.0000000000
1020.0093,7.371273e-01,2.502401e-03,6.504697e-02,1.537670e-04,5.166328e-03,1.0000000000
1023.3536,7.355772e-01,2.572778e-03,6.582201e-02,1.630505e-04,5.237965e-03,1.0000000000
1026.6979,7.340320e-01,2.640447e-03,6.661846e-02,1.715563e-04,5.309007e-03,1.0000000000
1030.0422,7.324786e-01,2.716963e-03,6.741231e-02,1.823549e-04,5.387583e-03,1.0000000000
1033.3865,7.309170e-01,2.780101e-03,6.823152e-02,1.931434e-04,5.461997e-03,1.0000000000
1036.7308,7.292423e-01,2.858362e-03,6.906904e-02,2.043223e-04,5.547210e-03,1.0000000000
1040.0751,7.277260e-01,2.924432e-03,6.990074e-02,2.172300e-04,5.629111e-03,1.0000000000
1043.4194,7.259585e-01,2.995324e-03,7.077169e-02,2.305018e-04,5.717562e-03,1.0000000000
1046.7636,7.243841e-01,3.068699e-03,7.164030e-02,2.442025e-04,5.809108e-03,1.0000000000
1050.1079,7.226380e-01,3.136261e-03,7.251551e-02,2.600377e-04,5.903291e-03,1.0000000000
1053.4522,7.209648e-01,3.203107e-03,7.343310e-02,2.754846e-04,6.001408e-03,1.0000000000
1056.7965,7.191820e-01,3.281094e-03,7.432781e-02,2.929513e-04,6.104796e-03,1.0000000000
1060.1408,7.175039e-01,3.337533e-03,7.525808e-02,3.111206e-04,6.210332e-03,1.0000000000
1063.4851,7.156609e-01,3.415226e-03,7.620140e-02,3.299202e-04,6.320300e-03,1.0000000000
1066.8294,7.138963e-01,3.476348e-03,7.713319e-02,3.508475e-04,6.438122e-03,1.0000000000
1070.1737,7.121157e-01,3.545096e-03,7.812024e-02,3.723284e-04,6.554045e-03,1.0000000000
1073.5180,7.102075e-01,3.607894e-03,7.906254e-02,3.940276e-04,6.681358e-03,1.0000000000
1076.8623,7.084411e-01,3.675211e-03,8.007110e-02,4.200372e-04,6.810466e-03,1.0000000000
1080.2066,7.065081e-01,3.733153e-03,8.105623e-02,4.430864e-04,6.943462e-03,1.0000000000
1083.5509,7.046401e-01,3.801769e-03,8.206044e-02,4.710082e-04,7.085912e-03,1.0000000000
1086.8952,7.027517e-01,3.853609e-03,8.307470e-02,4.987141e-04,7.230200e-03,1.0000000000
1090.2395,7.007787e-01,3.921531e-03,8.411727e-02,5.275921e-04,7.381649e-03,1.0000000000
1093.5837,6.988817e-01,3.972287e-03,8.512525e-02,5.580997e-04,7.540911e-03,1.0000000000
1096.9280,6.968984e-01,4.032984e-03,8.619656e-02,5.916649e-04,7.702157e-03,1.0000000000
1100.2723,6.948982e-01,4.084824e-03,8.723209e-02,6.225095e-04,7.874693e-03,1.0000000000
1103.6166,6.929599e-01,4.141421e-03,8.830631e-02,6.603276e-04,8.051775e-03,1.0000000000
1106.9609,6.908764e-01,4.188254e-03,8.936526e-02,6.951304e-04,8.232932e-03,1.0000000000
1110.3052,6.889000e-01,4.244422e-03,9.045570e-02,7.329035e-04,8.427756e-03,1.0000000000
1113.6495,6.868345e-01,4.286610e-03,9.152319e-02,7.738633e-04,8.625863e-03,1.0000000000
1116.9938,6.847737e-01,4.337157e-03,9.263780e-02,8.135652e-04,8.826506e-03,1.0000000000
1120.3381,6.826922e-01,4.382328e-03,9.371008e-02,8.555956e-04,9.051970e-03,1.0000000000
1123.6824,6.806268e-01,4.421864e-03,9.482860e-02,9.020680e-04,9.260685e-03,1.0000000000
1127.0267,6.784910e-01,4.466428e-03,9.594235e-02,9.441524e-04,9.503826e-03,1.0000000000
1130.3710,6.763809e-01,4.507146e-03,9.703127e-02,9.938197e-04,9.733388e-03,1.0000000000
1133.7153,6.742726e-01,4.539513e-03,9.817723e-02,1.041430e-03,9.989751e-03,1.0000000000
1137.0595,6.720878e-01,4.582159e-03,9.928407e-02,1.090269e-03,1.023912e-02,1.0000000000
1140.4038,6.699488e-01,4.611713e-03,1.004003e-01,1.143904e-03,1.051592e-02,1.0000000000
1143.7481,6.677939e-01,4.646568e-03,1.015554e-01,1.194570e-03,1.078001e-02,1.0000000000
1147.0924,6.655696e-01,4.676509e-03,1.026530e-01,1.249075e-03,1.108082e-02,1.0000000000
1150.4367,6.634136e-01,4.704758e-03,1.038047e-01,1.306509e-03,1.136406e-02,1.0000000000
1153.7810,6.611837e-01,4.734542e-03,1.049416e-01,1.360359e-03,1.168202e-02,1.0000000000
1157.1253,6.589775e-01,4.756947e-03,1.060527e-01,1.419514e-03,1.199166e-02,1.0000000000
1160.4696,6.567427e-01,4.782284e-03,1.072132e-01,1.481057e-03,1.232931e-02,1.0000000000
1163.8139,6.545012e-01,4.805988e-03,1.083373e-01,1.536540e-03,1.265846e-02,1.0000000000
1167.1582,6.522732e-01,4.823878e-03,1.094622e-01,1.602471e-03,1.302305e-02,1.0000000000
1170.5025,6.499842e-01,4.844435e-03,1.106175e-01,1.662988e-03,1.337459e-02,1.0000000000
1173.8468,6.477339e-01,4.863237e-03,1.117268e-01,1.725269e-03,1.375885e-02,1.0000000000
1177.1911,6.454746e-01,4.876435e-03,1.128765e-01,1.792095e-03,1.414251e-02,1.0000000000
1180.5354,6.431423e-01,4.894603e-03,1.139888e-01,1.855305e-03,1.454197e-02,1.0000000000
1183.8796,6.409049e-01,4.904616e-03,1.151304e-01,1.919422e-03,1.495963e-02,1.0000000000
1187.2239,6.385585e-01,4.920649e-03,1.162341e-01,1.991692e-03,1.538129e-02,1.0000000000
1190.5682,6.362830e-01,4.926604e-03,1.173831e-01,2.050001e-03,1.581974e-02,1.0000000000
1193.9125,6.339363e-01,4.942503e-03,1.184572e-01,2.124221e-03,1.628036e-02,1.0000000000
1197.2568,6.316448e-01,4.944113e-03,1.196148e-01,2.189342e-03,1.673500e-02,1.0000000000
1200.6011,6.292873e-01,4.959131e-03,1.206928e-01,2.255631e-03,1.722506e-02,1.0000000000
1203.9454,6.269669e-01,4.958717e-03,1.217988e-01,2.325706e-03,1.771437e-02,1.0000000000
1207.2897,6.246119e-01,4.970509e-03,1.229113e-01,2.393773e-03,1.822420e-02,1.0000000000
1210.6340,6.222864e-01,4.971265e-03,1.239985e-01,2.458594e-03,1.874627e-02,1.0000000000
1213.9783,6.198852e-01,4.977676e-03,1.250667e-01,2.531062e-03,1.928651e-02,1.0000000000
1217.3226,6.175753e-01,4.980106e-03,1.261922e-01,2.593663e-03,1.983401e-02,1.0000000000
1220.6669,6.151860e-01,4.985390e-03,1.272172e-01,2.663506e-03,2.040644e-02,1.0000000000
1224.0112,6.127841e-01,4.981769e-03,1.283290e-01,2.730182e-03,2.098653e-02,0.9999999999
1227.3555,6.104767e-01,4.994372e-03,1.293749e-01,2.793324e-03,2.158021e-02,0.9999999999
1230.6997,6.080171e-01,4.983237e-03,1.304235e-01,2.860526e-03,2.220161e-02,0.9999999999
1234.0440,6.056887e-01,4.995075e-03,1.315029e-01,2.926478e-03,2.282266e-02,0.9999999999
1237.3883,6.032483e-01,4.990875e-03,1.325197e-01,2.983628e-03,2.346485e-02,0.9999999999
1240.7326,6.009064e-01,4.993073e-03,1.335696e-01,3.053393e-03,2.413504e-02,0.9999999999
1244.0769,5.984304e-01,4.992940e-03,1.346090e-01,3.109536e-03,2.479607e-02,0.9999999999
1247.4212,5.961027e-01,4.997681e-03,1.356162e-01,3.169966e-03,2.549486e-02,0.9999999999
1250.7655,5.936246e-01,4.991757e-03,1.366486e-01,3.230527e-03,2.620164e-02,0.9999999999
1254.1098,5.912490e-01,5.001257e-03,1.376571e-01,3.285543e-03,2.691682e-02,0.9999999999
1257.4541,5.888089e-01,4.994246e-03,1.386545e-01,3.340794e-03,2.766314e-02,0.9999999999
1260.7984,5.863911e-01,5.002724e-03,1.396606e-01,3.397441e-03,2.840912e-02,0.9999999999
1264.1427,5.839471e-01,5.000428e-03,1.406563e-01,3.445138e-03,2.918199e-02,0.9999999999
1267.4870,5.815460e-01,5.004012e-03,1.416211e-01,3.499127e-03,2.996817e-02,0.9999999999
1270.8313,5.790395e-01,5.006709e-03,1.426261e-01,3.546969e-03,3.076356e-02,0.9999999999
1274.1756,5.766879e-01,5.012046e-03,1.435844e-01,3.590797e-03,3.158161e-02,0.9999999999
1277.5198,5.741448e-01,5.010295e-03,1.445476e-01,3.638709e-03,3.241935e-02,0.9999999999
1280.8641,5.717436e-01,5.022305e-03,1.455187e-01,3.679921e-03,3.325067e-02,0.9999999999
1284.2084,5.692923e-01,5.022464e-03,1.464748e-01,3.719235e-03,3.413063e-02,0.9999999999
1287.5527,5.667727e-01,5.027826e-03,1.474039e-01,3.758482e-03,3.499187e-02,0.9999999999
1290.8970,5.643552e-01,5.040092e-03,1.483867e-01,3.795227e-03,3.589614e-02,0.9999999999
1294.2413,5.618707e-01,5.041874e-03,1.492786e-01,3.826496e-03,3.679009e-02,0.9999999999
1297.5856,5.593474e-01,5.051119e-03,1.502618e-01,3.862107e-03,3.772670e-02,0.9999999999
1300.9299,5.569246e-01,5.066646e-03,1.511567e-01,3.885409e-03,3.864290e-02,0.9999999999
1304.2742,5.543799e-01,5.067013e-03,1.520939e-01,3.919544e-03,3.961491e-02,0.9999999999
1307.6185,5.519073e-01,5.086383e-03,1.530326e-01,3.938569e-03,4.055583e-02,0.9999999999
1310.9628,5.493876e-01,5.096714e-03,1.539272e-01,3.963146e-03,4.155260e-02,0.9999999999
1314.3071,5.469026e-01,5.106201e-03,1.548505e-01,3.983106e-03,4.253008e-02,0.9999999999
1317.6514,5.443357e-01,5.127231e-03,1.557860e-01,4.002968e-03,4.354368e-02,0.9999999999
1320.9957,5.418718e-01,5.137968e-03,1.566586e-01,4.012819e-03,4.455160e-02,0.9999999999
1324.3399,5.392922e-01,5.154655e-03,1.575963e-01,4.033927e-03,4.559267e-02,0.9999999999
1327.6842,5.367667e-01,5.178179e-03,1.584971e-01,4.038409e-03,4.662488e-02,0.9999999999
1331.0285,5.342481e-01,5.188923e-03,1.593894e-01,4.052373e-03,4.768572e-02,0.9999999999
1334.3728,5.316447e-01,5.214681e-03,1.603152e-01,4.054804e-03,4.875157e-02,0.9999999999
1337.7171,5.291185e-01,5.237540e-03,1.611967e-01,4.065135e-03,4.982585e-02,0.9999999999
1341.0614,5.265681e-01,5.252399e-03,1.621190e-01,4.061711e-03,5.092401e-02,0.9999999999
1344.4057,5.239081e-01,5.285087e-03,1.630063e-01,4.069443e-03,5.201280e-02,0.9999999999
1347.7500,5.214386e-01,5.305324e-03,1.639263e-01,4.061038e-03,5.313511e-02,0.9999999999
1351.0943,5.187512e-01,5.331378e-03,1.648090e-01,4.066951e-03,5.425272e-02,0.9999999999
1354.4386,5.161803e-01,5.360273e-03,1.657416e-01,4.053489e-03,5.538107e-02,0.9999999999
1357.7829,5.135965e-01,5.390256e-03,1.666202e-01,4.055230e-03,5.652981e-02,0.9999999999
1361.1272,5.109286e-01,5.414492e-03,1.675518e-01,4.042064e-03,5.767639e-02,0.9999999999
1364.4715,5.083213e-01,5.453293e-03,1.684501e-01,4.036640e-03,5.884039e-02,0.9999999999
1367.8158,5.057061e-01,5.478290e-03,1.693607e-01,4.023201e-03,6.000436e-02,0.9999999999
1371.1600,5.030043e-01,5.515087e-03,1.702901e-01,4.014848e-03,6.119025e-02,0.9999999999
1374.5043,5.003880e-01,5.550511e-03,1.712003e-01,3.997084e-03,6.237456e-02,0.9999999999
1377.8486,4.977255e-01,5.581782e-03,1.721058e-01,3.989922e-03,6.356182e-02,0.9999999999
1381.1929,4.949909e-01,5.620969e-03,1.730758e-01,3.966826e-03,6.477755e-02,0.9999999999
1384.5372,4.923810e-01,5.661447e-03,1.739563e-01,3.958062e-03,6.598039e-02,0.9999999999
1387.8815,4.896210e-01,5.690746e-03,1.749131e-01,3.936987e-03,6.719495e-02,0.9999999999
1391.2258,4.869426e-01,5.741140e-03,1.758644e-01,3.921870e-03,6.842941e-02,0.9999999999
1394.5701,4.842082e-01,5.774543e-03,1.767705e-01,3.902073e-03,6.965316e-02,0.9999999999
1397.9144,4.815127e-01,5.815595e-03,1.777551e-01,3.886679e-03,7.089580e-02,0.9999999999
1401.2587,4.786982e-01,5.863144e-03,1.786820e-01,3.863720e-03,7.213850e-02,0.9999999999
1404.6030,4.760565e-01,5.899898e-03,1.796445e-01,3.850559e-03,7.339272e-02,0.9999999999
1407.9473,4.731832e-01,5.945188e-03,1.806248e-01,3.824493e-03,7.464938e-02,0.9999999999
1411.2916,4.704930e-01,5.993633e-03,1.815540e-01,3.811912e-03,7.590876e-02,0.9999999999
1414.6359,4.676737e-01,6.030908e-03,1.825658e-01,3.789594e-03,7.719003e-02,0.9999999999
1417.9801,4.648862e-01,6.081916e-03,1.835259e-01,3.770316e-03,7.844828e-02,0.9999999999
1421.3244,4.620775e-01,6.127703e-03,1.845022e-01,3.753246e-03,7.974866e-02,0.9999999999
1424.6687,4.592949e-01,6.170022e-03,1.855007e-01,3.736791e-03,8.101917e-02,0.9999999999
1428.0130,4.564043e-01,6.220379e-03,1.865080e-01,3.713086e-03,8.232122e-02,0.9999999999
1431.3573,4.536514e-01,6.267375e-03,1.874690e-01,3.703961e-03,8.361889e-02,0.9999999999
1434.7016,4.507380e-01,6.312137e-03,1.885168e-01,3.682356e-03,8.491576e-02,0.9999999999
1438.0459,4.479095e-01,6.361945e-03,1.894969e-01,3.667048e-03,8.623206e-02,0.9999999999
1441.3902,4.450595e-01,6.409744e-03,1.905290e-01,3.656387e-03,8.754995e-02,0.9999999999
1444.7345,4.421457e-01,6.454026e-03,1.915306e-01,3.637783e-03,8.885009e-02,0.9999999999
1448.0788,4.392847e-01,6.508575e-03,1.925839e-01,3.628403e-03,9.021292e-02,0.9999999999
1451.4231,4.364022e-01,6.547530e-03,1.935676e-01,3.616545e-03,9.150371e-02,0.9999999999
1454.7674,4.334474e-01,6.601598e-03,1.946620e-01,3.605257e-03,9.287406e-02,0.9999999999
1458.1117,4.305930e-01,6.648114e-03,1.956292e-01,3.596974e-03,9.420254e-02,0.9999999999
1461.4559,4.276252e-01,6.690567e-03,1.967259e-01,3.592000e-03,9.555816e-02,0.9999999999
1464.8002,4.247219e-01,6.741825e-03,1.977457e-01,3.580246e-03,9.690750e-02,0.9999999999
1468.1445,4.217444e-01,6.788297e-03,1.987823e-01,3.583341e-03,9.829132e-02,0.9999999999
1471.4888,4.188544e-01,6.828708e-03,1.998540e-01,3.575335e-03,9.963300e-02,0.9999999999
1474.8331,4.158289e-01,6.880429e-03,2.008962e-01,3.575765e-03,1.010354e-01,0.9999999999
1478.1774,4.129132e-01,6.920079e-03,2.019251e-01,3.578364e-03,1.024132e-01,0.9999999999
1481.5217,4.099229e-01,6.967116e-03,2.030329e-01,3.580184e-03,1.037954e-01,0.9999999999
1484.8660,4.069419e-01,7.008097e-03,2.040243e-01,3.581756e-03,1.052167e-01,0.9999999999
1488.2103,4.039566e-01,7.050707e-03,2.051177e-01,3.596881e-03,1.066096e-01,0.9999999999
1491.5546,4.009748e-01,7.093579e-03,2.061751e-01,3.594957e-03,1.080337e-01,0.9999999999
1494.8989,3.979488e-01,7.133553e-03,2.071897e-01,3.614868e-03,1.094649e-01,0.9999999999
1498.2432,3.949915e-01,7.169289e-03,2.082820e-01,3.624053e-03,1.108999e-01,0.9999999999
1501.5875,3.919144e-01,7.215510e-03,2.093133e-01,3.639975e-03,1.123349e-01,0.9999999999
1504.9318,3.889729e-01,7.244716e-03,2.103473e-01,3.657269e-03,1.138244e-01,0.9999999999
1508.2760,3.858986e-01,7.286838e-03,2.114124e-01,3.681860e-03,1.152496e-01,0.9999999999
1511.6203,3.828951e-01,7.317615e-03,2.124332e-01,3.696055e-03,1.167654e-01,0.9999999999
1514.9646,3.798754e-01,7.355835e-03,2.134683e-01,3.731649e-03,1.182445e-01,0.9999999999
1518.3089,3.768311e-01,7.384039e-03,2.145018e-01,3.751092e-03,1.197361e-01,0.9999999999
1521.6532,3.738044e-01,7.418713e-03,2.155129e-01,3.785502e-03,1.212735e-01,0.9999999999
1524.9975,3.707642e-01,7.445823e-03,2.165219e-01,3.818282e-03,1.227974e-01,0.9999999999
1528.3418,3.677336e-01,7.478638e-03,2.175536e-01,3.854610e-03,1.243229e-01,0.9999999999
1531.6861,3.646901e-01,7.500152e-03,2.185012e-01,3.888653e-03,1.259154e-01,0.9999999999
1535.0304,3.616376e-01,7.531282e-03,2.195261e-01,3.939451e-03,1.274601e-01,0.9999999999
1538.3747,3.586188e-01,7.553175e-03,2.204962e-01,3.972401e-03,1.290581e-01,0.9999999999
1541.7190,3.555658e-01,7.576595e-03,2.214329e-01,4.028468e-03,1.306746e-01,0.9999999999
1545.0633,3.525012e-01,7.598168e-03,2.224051e-01,4.074750e-03,1.322772e-01,0.9999999999
1548.4076,3.495165e-01,7.619636e-03,2.233588e-01,4.126816e-03,1.339300e-01,0.9999999999
1551.7519,3.464064e-01,7.636422e-03,2.242262e-01,4.185374e-03,1.355897e-01,0.9999999999
1555.0961,3.434276e-01,7.655744e-03,2.252082e-01,4.244772e-03,1.372479e-01,0.9999999999
1558.4404,3.403467e-01,7.671321e-03,2.260358e-01,4.300785e-03,1.389668e-01,0.9999999999
1561.7847,3.373505e-01,7.683659e-03,2.269506e-01,4.376939e-03,1.406632e-01,0.9999999999
1565.1290,3.342712e-01,7.702316e-03,2.278082e-01,4.434042e-03,1.424085e-01,0.9999999999
1568.4733,3.312988e-01,7.708021e-03,2.286146e-01,4.511837e-03,1.441545e-01,0.9999999999
1571.8176,3.282191e-01,7.721880e-03,2.294814e-01,4.585748e-03,1.459562e-01,0.9999999999
1575.1619,3.252367e-01,7.733089e-03,2.302601e-01,4.662167e-03,1.477144e-01,0.9999999999
1578.5062,3.221976e-01,7.736115e-03,2.310220e-01,4.740878e-03,1.495860e-01,0.9999999999
1581.8505,3.191930e-01,7.746386e-03,2.318237e-01,4.831473e-03,1.513963e-01,0.9999999999
1585.1948,3.161847e-01,7.753985e-03,2.325292e-01,4.910182e-03,1.532778e-01,0.9999999999
1588.5391,3.131836e-01,7.750939e-03,2.332373e-01,5.006606e-03,1.551823e-01,0.9999999999
1591.8834,3.101739e-01,7.764576e-03,2.339624e-01,5.096697e-03,1.570885e-01,0.9999999999
1595.2277,3.072132e-01,7.758080e-03,2.345817e-01,5.193500e-03,1.590331e-01,0.9999999999
1598.5720,3.041936e-01,7.764219e-03,2.352571e-01,5.294267e-03,1.610352e-01,0.9999999999
1601.9162,3.012329e-01,7.763515e-03,2.358477e-01,5.394149e-03,1.629758e-01,0.9999999999
1605.2605,2.982804e-01,7.764292e-03,2.364465e-01,5.500623e-03,1.650713e-01,0.9999999999
1608.6048,2.952772e-01,7.757310e-03,2.369902e-01,5.610279e-03,1.670719e-01,0.9999999999
1611.9491,2.923463e-01,7.766066e-03,2.375495e-01,5.718705e-03,1.691784e-01,0.9999999999
1615.2934,2.894220e-01,7.751408e-03,2.380066e-01,5.832530e-03,1.712867e-01,0.9999999999
1618.6377,2.864137e-01,7.755568e-03,2.385252e-01,5.952985e-03,1.734332e-01,0.9999999999
1621.9820,2.835607e-01,7.749829e-03,2.389415e-01,6.066684e-03,1.755847e-01,0.9999999999
1625.3263,2.805882e-01,7.744318e-03,2.393486e-01,6.191722e-03,1.778110e-01,0.9999999999
1628.6706,2.776858e-01,7.737898e-03,2.397594e-01,6.315250e-03,1.800268e-01,0.9999999999
1632.0149,2.747903e-01,7.739593e-03,2.400797e-01,6.441702e-03,1.822940e-01,0.9999999999
1635.3592,2.718914e-01,7.721149e-03,2.404027e-01,6.569025e-03,1.845875e-01,0.9999999999
1638.7035,2.689852e-01,7.730147e-03,2.407242e-01,6.702870e-03,1.869185e-01,0.9999999999
1642.0478,2.661540e-01,7.712008e-03,2.409181e-01,6.831669e-03,1.892724e-01,0.9999999999
1645.3921,2.632294e-01,7.710392e-03,2.411897e-01,6.971310e-03,1.916614e-01,0.9999999999
1648.7363,2.604218e-01,7.706212e-03,2.413729e-01,7.102377e-03,1.940952e-01,0.9999999999
1652.0806,2.575476e-01,7.696546e-03,2.414872e-01,7.244784e-03,1.965373e-01,0.9999999999
1655.4249,2.547186e-01,7.687223e-03,2.416697e-01,7.381974e-03,1.990487e-01,0.9999999999
1658.7692,2.518845e-01,7.693383e-03,2.417166e-01,7.523876e-03,2.015389e-01,0.9999999999
1662.1135,2.490919e-01,7.669668e-03,2.417791e-01,7.663611e-03,2.041413e-01,0.9999999999
1665.4578,2.462460e-01,7.679319e-03,2.418275e-01,7.809991e-03,2.066871e-01,0.9999999999
1668.8021,2.434839e-01,7.665842e-03,2.417703e-01,7.949618e-03,2.093449e-01,0.9999999999
1672.1464,2.406970e-01,7.662382e-03,2.417729e-01,8.097638e-03,2.119850e-01,0.9999999999
1675.4907,2.378865e-01,7.656883e-03,2.416660e-01,8.236872e-03,2.146902e-01,0.9999999999
1678.8350,2.351727e-01,7.658018e-03,2.415539e-01,8.388860e-03,2.174068e-01,0.9999999999
1682.1793,2.323895e-01,7.642847e-03,2.414238e-01,8.526047e-03,2.201746e-01,0.9999999999
1685.5236,2.296362e-01,7.654121e-03,2.412500e-01,8.675912e-03,2.229683e-01,0.9999999999
1688.8679,2.269472e-01,7.639297e-03,2.409974e-01,8.816697e-03,2.257991e-01,0.9999999999
1692.2122,2.241786e-01,7.643629e-03,2.408170e-01,8.963142e-03,2.286509e-01,0.9999999999
1695.5564,2.214891e-01,7.642004e-03,2.404925e-01,9.102004e-03,2.315699e-01,0.9999999999
1698.9007,2.188105e-01,7.639298e-03,2.402057e-01,9.247368e-03,2.344763e-01,0.9999999999
1702.2450,2.160651e-01,7.639603e-03,2.398576e-01,9.384572e-03,2.374493e-01,0.9999999999
1705.5893,2.134534e-01,7.644962e-03,2.395104e-01,9.525740e-03,2.404555e-01,0.9999999999
1708.9336,2.107350e-01,7.638870e-03,2.390630e-01,9.661281e-03,2.434683e-01,0.9999999999
1712.2779,2.081030e-01,7.647917e-03,2.386968e-01,9.796987e-03,2.465299e-01,0.9999999999
1715.6222,2.054484e-01,7.650537e-03,2.381631e-01,9.929578e-03,2.496550e-01,0.9999999999
1718.9665,2.028259e-01,7.649251e-03,2.377369e-01,1.006391e-02,2.527230e-01,0.9999999999
1722.3108,2.001715e-01,7.660828e-03,2.371854e-01,1.018320e-02,2.559447e-01,0.9999999999
1725.6551,1.975993e-01,7.664936e-03,2.366266e-01,1.032049e-02,2.590776e-01,0.9999999999
1728.9994,1.949621e-01,7.666948e-03,2.360915e-01,1.043431e-02,2.623350e-01,0.9999999999
1732.3437,1.923831e-01,7.680999e-03,2.354628e-01,1.055476e-02,2.655554e-01,0.9999999999
1735.6880,1.898075e-01,7.686639e-03,2.348174e-01,1.067559e-02,2.688567e-01,0.9999999999
1739.0323,1.872265e-01,7.692436e-03,2.342226e-01,1.078270e-02,2.721349e-01,0.9999999999
1742.3765,1.846684e-01,7.709256e-03,2.334787e-01,1.089221e-02,2.755091e-01,0.9999999999
1745.7208,1.821330e-01,7.712674e-03,2.328127e-01,1.100216e-02,2.788174e-01,0.9999999999
1749.0651,1.795703e-01,7.729693e-03,2.320914e-01,1.109337e-02,2.822649e-01,0.9999999999
1752.4094,1.770664e-01,7.738498e-03,2.313065e-01,1.119898e-02,2.856324e-01,0.9999999999
1755.7537,1.745465e-01,7.752106e-03,2.305796e-01,1.128781e-02,2.891041e-01,0.9999999999
1759.0980,1.720197e-01,7.765133e-03,2.297576e-01,1.136948e-02,2.925379e-01,0.9999999999
1762.4423,1.695617e-01,7.782280e-03,2.289452e-01,1.146357e-02,2.960840e-01,0.9999999999
1765.7866,1.670538e-01,7.788857e-03,2.281361e-01,1.153229e-02,2.995123e-01,0.9999999999
1769.1309,1.645833e-01,7.813891e-03,2.272563e-01,1.160693e-02,3.031266e-01,0.9999999999
