t,P_L,P_S1,P_S2,P_S3,P_R,norm
2652.0242,2.790348e-05,3.576362e-04,2.448256e-02,2.629628e-03,8.298845e-01,0.9999999999
2655.3685,2.148130e-05,3.298794e-04,2.402785e-02,2.604335e-03,8.308761e-01,0.9999999999
2658.7128,1.625301e-05,3.053647e-04,2.359618e-02,2.573027e-03,8.318555e-01,0.9999999999
2662.0571,1.173557e-05,2.792292e-04,2.315158e-02,2.539428e-03,8.329026e-01,0.9999999999
2665.4014,8.328397e-06,2.569655e-04,2.273292e-02,2.510643e-03,8.338366e-01,0.9999999999
2668.7456,5.400570e-06,2.324782e-04,2.230048e-02,2.470874e-03,8.348379e-01,0.9999999999
2672.0899,3.394431e-06,2.119094e-04,2.189290e-02,2.438653e-03,8.358165e-01,0.9999999999
2675.4342,1.759223e-06,1.899516e-04,2.148091e-02,2.400457e-03,8.367468e-01,0.9999999999
2678.7785,8.178591e-07,1.711206e-04,2.107667e-02,2.359180e-03,8.377148e-01,0.9999999999
2682.1228,1.895829e-07,1.514015e-04,2.068318e-02,2.324493e-03,8.386750e-01,0.9999999999
2685.4671,4.384971e-09,1.345226e-04,2.029731e-02,2.277934e-03,8.395454e-01,0.9999999999
2688.8114,1.223273e-07,1.175474e-04,1.990578e-02,2.239919e-03,8.405483e-01,0.9999999999
2692.1557,4.456633e-07,1.021586e-04,1.954409e-02,2.195044e-03,8.413985e-01,0.9999999999
2695.5000,1.066817e-06,8.793487e-05,1.916394e-02,2.151253e-03,8.423163e-01,0.9999999999
2698.8443,1.685930e-06,7.470753e-05,1.881073e-02,2.106551e-03,8.432445e-01,0.9999999999
2702.1886,2.620723e-06,6.252331e-05,1.845301e-02,2.061409e-03,8.440689e-01,0.9999999999
2705.5329,3.319957e-06,5.171523e-05,1.810774e-02,2.013299e-03,8.449901e-01,0.9999999999
2708.8772,4.425917e-06,4.177660e-05,1.776582e-02,1.969146e-03,8.458465e-01,0.9999999999
2712.2215,5.115517e-06,3.299520e-05,1.743616e-02,1.918285e-03,8.466548e-01,0.9999999999
2715.5657,6.099992e-06,2.544180e-05,1.710670e-02,1.872938e-03,8.475941e-01,0.9999999999
2718.9100,6.842198e-06,1.868190e-05,1.678987e-02,1.822943e-03,8.482999e-01,0.9999999999
2722.2543,7.542771e-06,1.321940e-05,1.647949e-02,1.774525e-03,8.492553e-01,0.9999999999
2725.5986,8.175189e-06,8.646007e-06,1.617041e-02,1.725260e-03,8.499658e-01,0.9999999999
2728.9429,8.654354e-06,5.070908e-06,1.587796e-02,1.677133e-03,8.508227e-01,0.9999999999
2732.2872,9.053341e-06,2.480219e-06,1.558269e-02,1.624764e-03,8.516118e-01,0.9999999999
2735.6315,9.269288e-06,8.449673e-07,1.530227e-02,1.580287e-03,8.523714e-01,0.9999999999
2738.9758,9.424012e-06,5.644238e-08,1.502232e-02,1.524638e-03,8.531682e-01,0.9999999999
2742.3201,9.363115e-06,1.541944e-07,1.475450e-02,1.481761e-03,8.539277e-01,0.9999999999
2745.6644,9.299765e-06,1.085786e-06,1.449085e-02,1.427291e-03,8.546600e-01,0.9999999999
2749.0087,8.912102e-06,2.790346e-06,1.423134e-02,1.381989e-03,8.554373e-01,0.9999999999
2752.3530,8.679028e-06,5.267886e-06,1.398664e-02,1.331553e-03,8.561412e-01,0.9999999999
2755.6973,8.058185e-06,8.336825e-06,1.373904e-02,1.284338e-03,8.568697e-01,0.9999999999
2759.0416,7.588787e-06,1.230466e-05,1.350186e-02,1.235491e-03,8.576061e-01,0.9999999999
2762.3858,6.858984e-06,1.657954e-05,1.327798e-02,1.190282e-03,8.582703e-01,0.9999999999
2765.7301,6.181393e-06,2.169176e-05,1.304408e-02,1.140136e-03,8.589902e-01,0.9999999999
2769.0744,5.427799e-06,2.718123e-05,1.283546e-02,1.098830e-03,8.596837e-01,0.9999999999
2772.4187,4.601982e-06,3.320058e-05,1.262048e-02,1.047948e-03,8.603069e-01,0.9999999999
2775.7630,3.853088e-06,3.962660e-05,1.241265e-02,1.008298e-03,8.610404e-01,0.9999999999
2779.1073,3.072379e-06,4.655462e-05,1.222058e-02,9.605868e-04,8.616419e-01,0.9999999999
2782.4516,2.309748e-06,5.357492e-05,1.202017e-02,9.196555e-04,8.622927e-01,0.9999999999
2785.7959,1.669832e-06,6.118953e-05,1.183816e-02,8.762264e-04,8.629833e-01,0.9999999999
2789.1402,1.066008e-06,6.895474e-05,1.165450e-02,8.356514e-04,8.635009e-01,0.9999999999
2792.4845,5.779620e-07,7.665013e-05,1.148013e-02,7.940985e-04,8.642573e-01,0.9999999999
2795.8288,2.342956e-07,8.508569e-05,1.130891e-02,7.559875e-04,8.647275e-01,0.9999999999
2799.1731,3.574657e-08,9.308577e-05,1.114668e-02,7.159680e-04,8.654329e-01,0.9999999999
2802.5174,1.703942e-08,1.014587e-04,1.098557e-02,6.796780e-04,8.659642e-01,0.9999999999
2805.8617,1.828264e-07,1.097593e-04,1.083384e-02,6.425184e-04,8.665615e-01,0.9999999999
2809.2059,6.291765e-07,1.182968e-04,1.068480e-02,6.071687e-04,8.671398e-01,0.9999999999
2812.5502,1.196160e-06,1.262514e-04,1.054208e-02,5.732222e-04,8.677026e-01,0.9999999999
2815.8945,2.224526e-06,1.347828e-04,1.040414e-02,5.396270e-04,8.682384e-01,0.9999999999
2819.2388,3.294058e-06,1.428113e-04,1.027061e-02,5.073924e-04,8.688306e-01,0.9999999999
2822.5831,4.919928e-06,1.506702e-04,1.014487e-02,4.771458e-04,8.693086e-01,0.9999999999
2825.9274,6.637198e-06,1.585035e-04,1.001711e-02,4.460571e-04,8.699039e-01,0.9999999999
2829.2717,8.916333e-06,1.663528e-04,9.904288e-03,4.186859e-04,8.703761e-01,0.9999999999
2832.6160,1.130982e-05,1.729200e-04,9.786097e-03,3.897765e-04,8.709186e-01,0.9999999999
2835.9603,1.436084e-05,1.812334e-04,9.677026e-03,3.643093e-04,8.714270e-01,0.9999999999
2839.3046,1.744207e-05,1.864609e-04,9.575748e-03,3.384676e-04,8.719103e-01,0.9999999999
2842.6489,2.137863e-05,1.944128e-04,9.470286e-03,3.139570e-04,8.724191e-01,0.9999999999
2845.9932,2.510691e-05,1.993459e-04,9.375173e-03,2.918671e-04,8.729090e-01,0.9999999999
2849.3375,3.000481e-05,2.059771e-04,9.287859e-03,2.683879e-04,8.733608e-01,0.9999999999
2852.6818,3.454705e-05,2.104616e-04,9.188696e-03,2.487715e-04,8.738723e-01,0.9999999999
2856.0260,4.014927e-05,2.166819e-04,9.117767e-03,2.281448e-04,8.743089e-01,0.9999999999
2859.3703,4.578012e-05,2.196326e-04,9.025220e-03,2.094539e-04,8.747656e-01,0.9999999999
2862.7146,5.206382e-05,2.255326e-04,8.956498e-03,1.919381e-04,8.752614e-01,0.9999999999
2866.0589,5.863545e-05,2.276938e-04,8.880056e-03,1.748750e-04,8.756308e-01,0.9999999999
2869.4032,6.579137e-05,2.322973e-04,8.810373e-03,1.591771e-04,8.761593e-01,0.9999999999
2872.7475,7.322770e-05,2.338830e-04,8.746309e-03,1.446097e-04,8.765236e-01,0.9999999999
2876.0918,8.115803e-05,2.376391e-04,8.681393e-03,1.302463e-04,8.769791e-01,0.9999999999
2879.4361,8.967448e-05,2.380935e-04,8.624379e-03,1.178826e-04,8.774260e-01,0.9999999999
2882.7804,9.806342e-05,2.410701e-04,8.565828e-03,1.053110e-04,8.777809e-01,0.9999999999
2886.1247,1.078447e-04,2.406045e-04,8.515698e-03,9.444070e-05,8.782666e-01,0.9999999999
2889.4690,1.166753e-04,2.427377e-04,8.463192e-03,8.385196e-05,8.786158e-01,0.9999999999
2892.8133,1.273992e-04,2.411646e-04,8.418143e-03,7.442751e-05,8.790437e-01,0.9999999999
2896.1576,1.370541e-04,2.426853e-04,8.372922e-03,6.543157e-05,8.794452e-01,0.9999999999
2899.5019,1.483121e-04,2.399821e-04,8.333509e-03,5.752216e-05,8.798134e-01,0.9999999999
2902.8461,1.588678e-04,2.407097e-04,8.291389e-03,4.999695e-05,8.802302e-01,0.9999999999
2906.1904,1.707018e-04,2.375222e-04,8.260682e-03,4.333746e-05,8.805898e-01,0.9999999999
2909.5347,1.818448e-04,2.363766e-04,8.223024e-03,3.725573e-05,8.809800e-01,0.9999999999
2912.8790,1.945388e-04,2.339704e-04,8.193291e-03,3.172082e-05,8.813577e-01,0.9999999999
2916.2233,2.057616e-04,2.305432e-04,8.167813e-03,2.690527e-05,8.817141e-01,0.9999999999
2919.5676,2.196102e-04,2.280497e-04,8.136746e-03,2.233692e-05,8.820977e-01,0.9999999999
2922.9119,2.307543e-04,2.243322e-04,8.116680e-03,1.874887e-05,8.824546e-01,0.9999999999
2926.2562,2.454028e-04,2.200625e-04,8.095178e-03,1.498241e-05,8.827983e-01,0.9999999999
2929.6005,2.568051e-04,2.165925e-04,8.071026e-03,1.235911e-05,8.831971e-01,0.9999999999
2932.9448,2.717729e-04,2.114959e-04,8.060706e-03,9.545097e-06,8.834864e-01,0.9999999999
2936.2891,2.837318e-04,2.069943e-04,8.038390e-03,7.471667e-06,8.839063e-01,0.9999999999
2939.6334,2.984784e-04,2.019973e-04,8.028038e-03,5.636652e-06,8.841932e-01,0.9999999999
2942.9777,3.112502e-04,1.964571e-04,8.017483e-03,4.051545e-06,8.845746e-01,0.9999999999
2946.3219,3.256676e-04,1.912560e-04,8.001628e-03,2.867307e-06,8.849007e-01,0.9999999999
2949.6662,3.388406e-04,1.852727e-04,8.001276e-03,1.884708e-06,8.852439e-01,0.9999999999
2953.0105,3.531304e-04,1.794500e-04,7.985545e-03,1.105175e-06,8.855653e-01,0.9999999999
2956.3548,3.666591e-04,1.734148e-04,7.988272e-03,6.319716e-07,8.859394e-01,0.9999999999
2959.6991,3.803555e-04,1.671290e-04,7.976957e-03,2.221785e-07,8.862018e-01,0.9999999999
2963.0434,3.944179e-04,1.607094e-04,7.980594e-03,6.832452e-08,8.866130e-01,0.9999999999
2966.3877,4.075655e-04,1.544822e-04,7.974657e-03,1.334711e-09,8.868695e-01,0.9999999999
2969.7320,4.216258e-04,1.475586e-04,7.976750e-03,5.112033e-08,8.872319e-01,0.9999999999
2973.0763,4.344843e-04,1.415028e-04,7.977898e-03,2.337285e-07,8.875590e-01,0.9999999999
2976.4206,4.482459e-04,1.341093e-04,7.979101e-03,4.261714e-07,8.878444e-01,0.9999999999
2979.7649,4.610857e-04,1.283695e-04,7.982171e-03,7.732010e-07,8.882150e-01,0.9999999999
2983.1092,4.738050e-04,1.207870e-04,7.988805e-03,1.035926e-06,8.884860e-01,0.9999999999
2986.4535,4.870062e-04,1.147688e-04,7.989438e-03,1.484459e-06,8.888370e-01,0.9999999999
2989.7978,4.988699e-04,1.080343e-04,7.999882e-03,1.761356e-06,8.891354e-01,0.9999999999
2993.1420,5.114265e-04,1.011448e-04,8.003941e-03,2.252329e-06,8.894529e-01,0.9999999999
2996.4863,5.231800e-04,9.524751e-05,8.011278e-03,2.489380e-06,8.897743e-01,0.9999999999
2999.8306,5.348367e-04,8.837302e-05,8.020881e-03,2.978964e-06,8.900728e-01,0.9999999999
3003.1749,5.460742e-04,8.232302e-05,8.028597e-03,3.163027e-06,8.903971e-01,0.9999999999
3006.5192,5.570331e-04,7.635555e-05,8.036067e-03,3.560928e-06,8.907058e-01,0.9999999999
3009.8635,5.677077e-04,6.988991e-05,8.050371e-03,3.711173e-06,8.909963e-01,0.9999999999
3013.2078,5.778641e-04,6.469279e-05,8.053682e-03,3.994884e-06,8.913529e-01,0.9999999999
3016.5521,5.875733e-04,5.851693e-05,8.070760e-03,4.034176e-06,8.915871e-01,0.9999999999
3019.8964,5.974694e-04,5.335013e-05,8.076290e-03,4.267936e-06,8.919859e-01,0.9999999999
3023.2407,6.058414e-04,4.807333e-05,8.089816e-03,4.134075e-06,8.922024e-01,0.9999999999
3026.5850,6.151018e-04,4.295133e-05,8.100450e-03,4.302838e-06,8.925858e-01,0.9999999999
3029.9293,6.227416e-04,3.825063e-05,8.110195e-03,4.074950e-06,8.928366e-01,0.9999999999
3033.2736,6.308445e-04,3.368056e-05,8.123922e-03,4.047903e-06,8.931848e-01,0.9999999999
3036.6179,6.379455e-04,2.933212e-05,8.132150e-03,3.879743e-06,8.934494e-01,0.9999999999
3039.9621,6.445113e-04,2.539970e-05,8.145801e-03,3.571730e-06,8.938095e-01,0.9999999999
3043.3064,6.515412e-04,2.151418e-05,8.155795e-03,3.470428e-06,8.940463e-01,0.9999999999
3046.6507,6.563248e-04,1.815764e-05,8.165263e-03,3.031899e-06,8.944267e-01,0.9999999999
3049.9950,6.628057e-04,1.490527e-05,8.180596e-03,2.814357e-06,8.946691e-01,0.9999999999
3053.3393,6.666227e-04,1.196598e-05,8.183177e-03,2.447194e-06,8.950138e-01,0.9999999999
3056.6836,6.719984e-04,9.531969e-06,8.203184e-03,2.080197e-06,8.953081e-01,0.9999999999
3060.0279,6.746625e-04,7.033202e-06,8.203179e-03,1.761592e-06,8.956081e-01,0.9999999999
3063.3722,6.795459e-04,5.261083e-06,8.220232e-03,1.388223e-06,8.959224e-01,0.9999999999
3066.7165,6.805820e-04,3.453901e-06,8.224552e-03,1.066490e-06,8.962325e-01,0.9999999999
3070.0608,6.848750e-04,2.202148e-06,8.235365e-03,7.600661e-07,8.965178e-01,0.9999999999
3073.4051,6.848375e-04,1.140922e-06,8.241409e-03,4.867311e-07,8.968617e-01,0.9999999999
3076.7494,6.878742e-04,4.497706e-07,8.252012e-03,2.703177e-07,8.971231e-01,0.9999999999
3080.0937,6.873707e-04,7.429751e-08,8.253639e-03,1.003859e-07,8.974791e-01,0.9999999999
3083.4380,6.885765e-04,1.640534e-08,8.266277e-03,1.783348e-08,8.977398e-01,0.9999999999
3086.7822,6.881434e-04,2.960853e-07,8.264786e-03,1.176738e-08,8.980915e-01,0.9999999999
3090.1265,6.873201e-04,8.227579e-07,8.276365e-03,8.815585e-08,8.983650e-01,0.9999999999
3093.4708,6.867469e-04,1.851555e-06,8.273753e-03,3.154287e-07,8.986936e-01,0.9999999999
3096.8151,6.843782e-04,2.880615e-06,8.283048e-03,6.032166e-07,8.990084e-01,0.9999999999
3100.1594,6.832680e-04,4.629483e-06,8.280250e-03,1.098367e-06,8.992833e-01,0.9999999999
3103.5037,6.797810e-04,6.241780e-06,8.285691e-03,1.652436e-06,8.996556e-01,0.9999999999
3106.8480,6.776434e-04,8.589682e-06,8.283531e-03,2.510537e-06,8.998914e-01,0.9999999999
3110.1923,6.735583e-04,1.084954e-05,8.285638e-03,3.299609e-06,9.002726e-01,0.9999999999
3113.5366,6.704080e-04,1.371027e-05,8.281647e-03,4.640179e-06,9.005381e-01,0.9999999999
3116.8809,6.651047e-04,1.663006e-05,8.283305e-03,5.738852e-06,9.008655e-01,0.9999999999
3120.2252,6.619810e-04,2.004928e-05,8.275438e-03,7.461069e-06,9.011921e-01,0.9999999999
3123.5695,6.548021e-04,2.339678e-05,8.276196e-03,9.152350e-06,9.014761e-01,0.9999999999
3126.9138,6.517313e-04,2.757916e-05,8.267118e-03,1.111888e-05,9.018222e-01,0.9999999999
3130.2581,6.433595e-04,3.125812e-05,8.262682e-03,1.345457e-05,9.021113e-01,0.9999999999
3133.6023,6.395572e-04,3.598343e-05,8.256629e-03,1.595284e-05,9.024459e-01,0.9999999999
3136.9466,6.307454e-04,4.031245e-05,8.243917e-03,1.859679e-05,9.027430e-01,0.9999999999
3140.2909,6.257054e-04,4.520849e-05,8.241149e-03,2.196920e-05,9.030835e-01,0.9999999999
3143.6352,6.169417e-04,5.036754e-05,8.223277e-03,2.495282e-05,9.033702e-01,0.9999999999
3146.9795,6.106310e-04,5.533301e-05,8.217633e-03,2.895782e-05,9.037178e-01,0.9999999999
3150.3238,6.014157e-04,6.120547e-05,8.201583e-03,3.270442e-05,9.040157e-01,0.9999999999
3153.6681,5.949128e-04,6.642449e-05,8.187396e-03,3.714712e-05,9.043356e-01,0.9999999999
3157.0124,5.844891e-04,7.264737e-05,8.175782e-03,4.167440e-05,9.046747e-01,0.9999999999
3160.3567,5.778936e-04,7.837838e-05,8.153829e-03,4.674146e-05,9.049568e-01,0.9999999999
3163.7010,5.669240e-04,8.481059e-05,8.142812e-03,5.204523e-05,9.053242e-01,0.9999999999
3167.0453,5.595991e-04,9.085153e-05,8.118571e-03,5.753883e-05,9.055946e-01,0.9999999999
3170.3896,5.485858e-04,9.774757e-05,8.102723e-03,6.404047e-05,9.059654e-01,0.9999999999
3173.7339,5.402665e-04,1.038348e-04,8.079969e-03,6.972928e-05,9.062375e-01,0.9999999999
3177.0782,5.296780e-04,1.112361e-04,8.057974e-03,7.732050e-05,9.066089e-01,0.9999999999
3180.4224,5.200600e-04,1.172751e-04,8.035288e-03,8.376848e-05,9.068848e-01,0.9999999999
3183.7667,5.098537e-04,1.252365e-04,8.010968e-03,9.174061e-05,9.072443e-01,0.9999999999
3187.1110,4.997743e-04,1.311542e-04,7.983291e-03,9.955240e-05,9.075493e-01,0.9999999999
3190.4553,4.888937e-04,1.394466e-04,7.961093e-03,1.077519e-04,9.078682e-01,0.9999999999
3193.7996,4.791321e-04,1.455756e-04,7.926436e-03,1.166120e-04,9.082172e-01,0.9999999999
3197.1439,4.677888e-04,1.537935e-04,7.905212e-03,1.256924e-04,9.085077e-01,0.9999999999
3200.4882,4.575628e-04,1.603055e-04,7.867274e-03,1.350258e-04,9.088599e-01,0.9999999999
3203.8325,4.466948e-04,1.683275e-04,7.842633e-03,1.451796e-04,9.091781e-01,0.9999999999
3207.1768,4.355754e-04,1.751850e-04,7.804741e-03,1.552834e-04,9.094837e-01,0.9999999999
3210.5211,4.253594e-04,1.831047e-04,7.775402e-03,1.659571e-04,9.098523e-01,0.9999999999
3213.8654,4.134393e-04,1.898847e-04,7.737587e-03,1.772760e-04,9.101245e-01,0.9999999999
3217.2097,4.037121e-04,1.982625e-04,7.703824e-03,1.884292e-04,9.105008e-01,0.9999999999
3220.5540,3.915705e-04,2.044142e-04,7.665815e-03,2.005498e-04,9.107929e-01,0.9999999999
3223.8983,3.816076e-04,2.132404e-04,7.629099e-03,2.127785e-04,9.111336e-01,0.9999999999
3227.2425,3.700005e-04,2.193104e-04,7.587905e-03,2.252527e-04,9.114656e-01,0.9999999999
3230.5868,3.594876e-04,2.276980e-04,7.551694e-03,2.386188e-04,9.117737e-01,0.9999999999
3233.9311,3.484590e-04,2.342273e-04,7.506169e-03,2.516489e-04,9.121301e-01,0.9999999999
3237.2754,3.376562e-04,2.420717e-04,7.467825e-03,2.658642e-04,9.124188e-01,0.9999999999
3240.6197,3.269440e-04,2.488489e-04,7.424007e-03,2.795762e-04,9.127971e-01,0.9999999999
3243.9640,3.162915e-04,2.561958e-04,7.377290e-03,2.946385e-04,9.130601e-01,0.9999999999
3247.3083,3.054397e-04,2.632112e-04,7.338437e-03,3.089558e-04,9.134647e-01,0.9999999999
3250.6526,2.954396e-04,2.701982e-04,7.285277e-03,3.247234e-04,9.137099e-01,0.9999999999
3253.9969,2.843445e-04,2.769330e-04,7.245442e-03,3.400710e-04,9.141171e-01,0.9999999999
3257.3412,2.746684e-04,2.841018e-04,7.193216e-03,3.558072e-04,9.143765e-01,0.9999999999
3260.6855,2.640896e-04,2.902312e-04,7.146936e-03,3.728115e-04,9.147586e-01,0.9999999999
3264.0298,2.541197e-04,2.974974e-04,7.097995e-03,3.882392e-04,9.150439e-01,0.9999999999
3267.3741,2.443351e-04,3.031816e-04,7.046247e-03,4.065716e-04,9.154077e-01,0.9999999999
3270.7184,2.342647e-04,3.104512e-04,6.997847e-03,4.223866e-04,9.157010e-01,0.9999999999
3274.0626,2.249506e-04,3.156615e-04,6.943915e-03,4.410804e-04,9.160622e-01,0.9999999999
3277.4069,2.152140e-04,3.227095e-04,6.893902e-03,4.581678e-04,9.163598e-01,0.9999999999
3280.7512,2.059694e-04,3.280174e-04,6.838900e-03,4.764777e-04,9.167081e-01,0.9999999999
3284.0955,1.969665e-04,3.340805e-04,6.786741e-03,4.950946e-04,9.170266e-01,0.9999999999
3287.4398,1.876809e-04,3.398288e-04,6.732087e-03,5.133030e-04,9.173504e-01,0.9999999999
3290.7841,1.792258e-04,3.452479e-04,6.675721e-03,5.323756e-04,9.176865e-01,0.9999999999
3294.1284,1.703409e-04,3.505480e-04,6.623464e-03,5.520206e-04,9.180060e-01,0.9999999999
3297.4727,1.621230e-04,3.561497e-04,6.562748e-03,5.699315e-04,9.183285e-01,0.9999999999
3300.8170,1.536885e-04,3.605842e-04,6.510637e-03,5.918197e-04,9.186738e-01,0.9999999999
3304.1613,1.459509e-04,3.662471e-04,6.450233e-03,6.088431e-04,9.189653e-01,0.9999999999
3307.5056,1.377468e-04,3.703432e-04,6.393313e-03,6.316635e-04,9.193338e-01,0.9999999999
3310.8499,1.305463e-04,3.751723e-04,6.336573e-03,6.492506e-04,9.196157e-01,0.9999999999
3314.1942,1.227131e-04,3.799478e-04,6.275085e-03,6.719504e-04,9.199752e-01,0.9999999999
3317.5384,1.159810e-04,3.831856e-04,6.218760e-03,6.903010e-04,9.202781e-01,0.9999999999
3320.8827,1.084199e-04,3.886606e-04,6.157527e-03,7.131699e-04,9.206094e-01,0.9999999999
3324.2270,1.023702e-04,3.910969e-04,6.098023e-03,7.317600e-04,9.209377e-01,0.9999999999
3327.5713,9.502614e-05,3.960135e-04,6.038171e-03,7.549738e-04,9.212460e-01,0.9999999999
3330.9156,8.948310e-05,3.987427e-04,5.977325e-03,7.739541e-04,9.215931e-01,0.9999999999
3334.2599,8.267654e-05,4.025843e-04,5.916001e-03,7.970206e-04,9.218799e-01,0.9999999999
3337.6042,7.737933e-05,4.055231e-04,5.855788e-03,8.166923e-04,9.222489e-01,0.9999999999
3340.9485,7.127794e-05,4.086400e-04,5.793755e-03,8.395871e-04,9.225126e-01,0.9999999999
3344.2928,6.610878e-05,4.114565e-04,5.731635e-03,8.595279e-04,9.228956e-01,0.9999999999
